paperUUID,expertUUID,role,name,lastname
9d09c280-8f50-43e1-83cd-de7259959e19,39f7afe3-fd9c-4ac5-8ba1-fa2f2826ab8c,Author,Paloma,Thomé de Lima
648e83ef-a77c-4d30-aa4e-3f6472b37bd2,39f7afe3-fd9c-4ac5-8ba1-fa2f2826ab8c,Author,Paloma,Thomé de Lima
82160c81-29ec-4ee1-ab04-bcd420e2175e,25a5a0d6-404b-419c-9502-b246525617a2,Author,Laurens,Boer
7474139e-f7ab-4ce7-a201-80925c1c6093,25a5a0d6-404b-419c-9502-b246525617a2,Author,Laurens,Boer
15d32e1b-b47b-4399-91dd-7364e6efcd62,25a5a0d6-404b-419c-9502-b246525617a2,Author,Laurens,Boer
423ec80b-4fab-4634-80b4-8eb30c4763e5,25a5a0d6-404b-419c-9502-b246525617a2,Author,Laurens,Boer
f2dd4330-5f3b-4487-a7b1-3dcd4c8450be,25a5a0d6-404b-419c-9502-b246525617a2,Author,Laurens,Boer
535b99bc-ffc5-4fa5-9b66-fdd997532940,25a5a0d6-404b-419c-9502-b246525617a2,Author,Laurens,Boer
96c80086-9971-487f-a1ce-9420cb544068,25a5a0d6-404b-419c-9502-b246525617a2,Author,Laurens,Boer
96c80086-9971-487f-a1ce-9420cb544068,2fa5dc89-7d78-45d0-96c7-e8f39b78dd3e,Author,Anna,Vallgårda
96c80086-9971-487f-a1ce-9420cb544068,4b32d446-5acb-42c7-83b2-41ca287d8613,Author,Ben,Cahill
f12e922f-0156-415a-a03e-e603b2555656,25a5a0d6-404b-419c-9502-b246525617a2,Author,Laurens,Boer
f12e922f-0156-415a-a03e-e603b2555656,2fa5dc89-7d78-45d0-96c7-e8f39b78dd3e,Author,Anna,Vallgårda
f12e922f-0156-415a-a03e-e603b2555656,4b32d446-5acb-42c7-83b2-41ca287d8613,Author,Ben,Cahill
805ad222-ed0d-4f46-a166-83cd3f3a8f69,25a5a0d6-404b-419c-9502-b246525617a2,Author,Laurens,Boer
805ad222-ed0d-4f46-a166-83cd3f3a8f69,5d268f64-6963-4991-9ac4-e7510c0ae705,Author,Harvey,Bewley
15e5a132-c746-42ac-aa4f-38652d5db87c,25a5a0d6-404b-419c-9502-b246525617a2,Author,Laurens,Boer
15e5a132-c746-42ac-aa4f-38652d5db87c,5d268f64-6963-4991-9ac4-e7510c0ae705,Author,Harvey,Bewley
a8d3f4a1-9c48-4e63-9891-d09e6ea07413,25a5a0d6-404b-419c-9502-b246525617a2,Author,Laurens,Boer
a8d3f4a1-9c48-4e63-9891-d09e6ea07413,5d268f64-6963-4991-9ac4-e7510c0ae705,Author,Harvey,Bewley
a8d3f4a1-9c48-4e63-9891-d09e6ea07413,3ad26d6b-4619-4a9f-a1b6-8424aab1dd52,Author,Tom,Jenkins
a8d3f4a1-9c48-4e63-9891-d09e6ea07413,,Author,Sarah,Homewood
a8d3f4a1-9c48-4e63-9891-d09e6ea07413,,Author,Teresa,Almeida
a8d3f4a1-9c48-4e63-9891-d09e6ea07413,2fa5dc89-7d78-45d0-96c7-e8f39b78dd3e,Author,Anna,Vallgårda
ada89c3c-1df8-4bd6-95a4-7a9ceedc767d,25a5a0d6-404b-419c-9502-b246525617a2,Author,Laurens,Boer
ada89c3c-1df8-4bd6-95a4-7a9ceedc767d,5d268f64-6963-4991-9ac4-e7510c0ae705,Author,Harvey,Bewley
ada89c3c-1df8-4bd6-95a4-7a9ceedc767d,4b32d446-5acb-42c7-83b2-41ca287d8613,Author,Ben,Cahill
ce8c63cd-76ac-4a45-b35b-dcc9fe8b6bbb,25a5a0d6-404b-419c-9502-b246525617a2,Author,Laurens,Boer
ce8c63cd-76ac-4a45-b35b-dcc9fe8b6bbb,3ad26d6b-4619-4a9f-a1b6-8424aab1dd52,Author,Tom,Jenkins
818b9c3c-fa25-4f37-a32e-47c95e9fc110,25a5a0d6-404b-419c-9502-b246525617a2,Author,Laurens,Boer
818b9c3c-fa25-4f37-a32e-47c95e9fc110,5d268f64-6963-4991-9ac4-e7510c0ae705,Author,Harvey,Bewley
36e0b9a7-0bf1-44a3-9dc7-e5804b2d6292,25a5a0d6-404b-419c-9502-b246525617a2,Author,Laurens,Boer
36e0b9a7-0bf1-44a3-9dc7-e5804b2d6292,5d268f64-6963-4991-9ac4-e7510c0ae705,Author,Harvey,Bewley
20144053-8971-44b4-a1c6-c6089757e915,25a5a0d6-404b-419c-9502-b246525617a2,Author,Laurens,Boer
26646405-a418-442d-b342-168ce627a918,02960d47-7677-4b2c-99d4-490a31fd6885,Author,Mircea,Lungu
e01fc8ca-4f2f-478e-8e58-7473f104946e,b8c7a59c-125b-48a6-9a1f-e22b82335828,Author,Luís,Cruz-Filipe
c235a8f9-5b88-4768-81b6-3cafd838568e,b8c7a59c-125b-48a6-9a1f-e22b82335828,Author,Luís,Cruz-Filipe
3309b86d-8669-426b-801e-9cebf3e0b2ab,b8c7a59c-125b-48a6-9a1f-e22b82335828,Author,Luís,Cruz-Filipe
7fb8797c-1e80-4c7f-803f-936ca3ef828a,b8c7a59c-125b-48a6-9a1f-e22b82335828,Author,Luís,Cruz-Filipe
43e75afc-3963-4b7f-b56e-4ae9f21a0c85,805cae2a-3462-4130-88de-cc7d94aec0a5,Author,Vasiliki,Tsaknaki
5e96d511-6f47-43df-b8de-e8ae4ade8b22,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
e852ace7-5f87-410d-aaeb-2ce7430af71a,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Antonius Marinus,Bogers
80613867-ae87-4da8-8d11-813e694451b6,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
e03a3351-e3b7-4f38-bc4c-0f09eb76c5ee,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
49666cb5-0d85-4b57-99cc-2c4eff41893d,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
3ed7a309-65dd-4d96-96ce-d72f7fe8f419,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
665337eb-3d57-46ca-b3a6-7ade2527023c,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
52c78986-a403-4cbb-b7a8-75cba8e792c2,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
c5d07288-b113-4756-9369-6f74716c55b3,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
e20fb968-bc18-4726-bdf5-86c9ebf77538,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
ef981558-b8f4-4abe-afcd-443b37ea67c7,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
1f58af84-ef4f-4d07-a3f8-892f49ab3990,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
868cb014-4dd1-417d-8f3a-0c528a77feca,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
9fe42295-003b-4a06-b116-597a8cb33fd9,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
62f6ca1d-e335-4eb8-92b6-d42688ec8afb,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
c09fb61a-a7de-49e9-bcf2-4a79cb4e16de,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
c40b325a-f65f-414d-a3ff-fac0f31f0d22,e726f512-d3fd-4d89-962a-3aa9f532a52f,Editor,Toine,Bogers
8a7e85c4-c5de-44ca-aec2-665b6d20f819,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
6057a321-cf8e-402a-adf3-d62b3ccd55bb,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
5050d115-b4bf-4bdd-b6f6-5343181bc6e5,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
14b983e9-a748-46ce-819c-b34a1d167a31,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
84cca1a4-fc15-424d-b2cf-46c83d3e5162,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
8726a2be-8d3f-4c97-bdc8-71ba17793b5e,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
1d2c9ccd-be59-4346-b7d7-ec4a529df68d,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
16314a57-f0ff-4e96-9032-3cc8e971c900,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
0907e5a5-78cd-4e1b-9a64-3c14e5c4d0ba,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
bdd198f6-7020-40e0-98aa-6d289b5007e6,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
606e4322-a4c1-4587-9f1e-cdb8bfaa9085,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
30616553-4d28-4b8b-8a4c-c1e45d8a2ab1,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
b38071ca-edab-4e2e-8daf-60bf78c5a946,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
78296176-2fd0-426d-8f25-3648aeb0d7f6,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
eaabf6cf-3f78-4b49-a20f-603944a73995,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,T.,Bogers
f134a5c3-2ca4-4bf1-9567-e11e4d473a64,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
b0a907f6-48f9-44f9-8c0e-2f13506a6e70,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
8bd07bce-13a6-4354-b214-385fbafefc58,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
3dfdb4c8-fc68-4b80-b44d-fa9d8ba27546,e726f512-d3fd-4d89-962a-3aa9f532a52f,Editor,Toine,Bogers
778a0fc0-844b-418d-85d9-c0cf623b81dc,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Antonius Marinus,Bogers
f6ac285c-1bde-4363-a815-5a74268e08eb,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
3674ef7f-6af0-482f-b8da-ba75fdffcafd,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
a7f3730a-446a-4896-85f9-5da12259e30b,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
f4dfc7bc-917f-4019-8ae5-50d45e51d8da,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
4734d1fa-d7b0-40e8-b170-99558f721ac5,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
32cc2527-bdaf-44a7-8016-759a324c17fd,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
6354a829-d2be-474a-ab11-d18690e9d522,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
08fd4123-a089-42d1-9cb3-ffe7793e62e2,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
4c28e216-0511-4c2f-9480-edfb49ab2e3a,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
46532da6-5736-4ed1-acd2-84e9dfab4a21,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
f1366ffc-a01d-4772-899d-f01e43947860,e726f512-d3fd-4d89-962a-3aa9f532a52f,Editor,Toine,Bogers
ece3e6c4-3021-4e27-8efe-392d64735435,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
bc87e556-3ee2-49f7-b350-3b62f7bb6e48,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
c199f1b0-1edc-4098-b70d-b01b4b75ebf6,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
ad7986dc-a9aa-4c6b-8f56-7c5dff1fd01d,e726f512-d3fd-4d89-962a-3aa9f532a52f,Editor,Toine,Bogers
de35809d-ec9a-4371-ac8c-67a78de74d51,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
7e5e8ea4-9d1c-434f-ae7c-0076d2943cf8,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
1e6c4f6c-1f43-45d5-b9ff-7b448f49d921,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
d29e9dd8-66af-447b-b34d-834b966dce7d,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
85a0c2dd-71f1-47e9-a6a8-0a47ea6aef80,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
36df53ec-58f5-432b-830b-4c1d8b5303fa,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
e2cc2252-74da-4eef-8a3a-ce137513e680,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
08d54719-a3fd-4e8a-ac19-de70e0877deb,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
d5e4a12a-fbd1-4336-b053-d45598640664,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
d5e4a12a-fbd1-4336-b053-d45598640664,9dd22344-26d5-46f4-9c29-9623e4cc73b5,Author,Mesut,Kaya
66faab75-3953-4637-8d0a-153ad2a97a3c,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
82da1cd4-fda2-466e-8bd0-72059aad964f,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
82da1cd4-fda2-466e-8bd0-72059aad964f,9dd22344-26d5-46f4-9c29-9623e4cc73b5,Author,Mesut,Kaya
5823417b-9b97-4b15-85da-091ec148ef58,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
5823417b-9b97-4b15-85da-091ec148ef58,9dd22344-26d5-46f4-9c29-9623e4cc73b5,Author,Mesut,Kaya
8e3bb6cf-06c3-41a4-b2a3-367fb8d33b0e,6aed9698-9a0c-4956-be0d-ec658bbfe09a,Author,Luca Maria,Aiello
21ca72f7-d1af-4cce-a6c5-575b58acc181,0ee7ba1e-3108-4db3-a908-97977980d032,Translator,Peter,Sestoft
46d4b240-e5d6-11de-a523-000ea68e967b,,Author,John Paulin,Hansen
44bd24d0-ed3c-11dd-8987-000ea68e967b,,Author,Nina,Bohr
d7b3e75c-6a1a-43ce-9fb5-bb8ce60a81a5,bb404350-dc8d-4345-965f-a3602b726014,Author,Tim,Seppelt
bdc1de97-c741-4560-9cbb-b4e44b37a7cb,,Author,Cameline,Bolbroe
16da3998-19b7-446a-98bb-f3183282483f,,Author,Cameline,Bolbroe
cee3c3b8-f293-455e-88e6-028ed2eb8f51,,Author,Cameline,Bolbroe
32585c56-bd2a-4db0-92f0-9311a0494fdc,,Author,Christina,Neumayer
6be46a99-bebd-43e5-b5f5-2d2e655f1be6,59042bb8-c701-462c-990b-ce3d8006fd84,Author,Karen,Boll
ce1f440f-b613-4deb-9f01-d805251c3dc6,59042bb8-c701-462c-990b-ce3d8006fd84,Author,Karen,Boll
fbf60f00-dcd3-11dd-a259-000ea68e967b,f2136570-f73c-446f-9fb0-6d9e461e2124,Author,Yvonne,Dittrich
df9d477d-9fba-41f7-8cc0-cc2063190e6a,,Author,Johan,Bolmsten
df9d477d-9fba-41f7-8cc0-cc2063190e6a,f2136570-f73c-446f-9fb0-6d9e461e2124,Author,Yvonne,Dittrich
16353fcd-57bf-4cc4-9da0-efcc2de65c86,,Author,Johan,Bolmsten
16353fcd-57bf-4cc4-9da0-efcc2de65c86,f2136570-f73c-446f-9fb0-6d9e461e2124,Author,Yvonne,Dittrich
67fd2f9d-b22d-4e4c-9f8b-c1de70afc38a,,Author,Johan,Bolmsten
09edf10e-7da6-47ae-8ea4-12cd0ebcbe57,,Author,Shahram,Jalaliniya
09edf10e-7da6-47ae-8ea4-12cd0ebcbe57,,Author,Thomas,Pederson
ad0b9400-218b-40f2-b885-c294c2292ba5,,Author,Philippe,Bonnet
74a1fde0-da91-11de-b0f9-000ea68e967b,,Author,Philippe,Bonnet
a5711be0-da91-11de-b0f9-000ea68e967b,,Author,Philippe,Bonnet
c1e09e90-da91-11de-b0f9-000ea68e967b,,Author,Philippe,Bonnet
2a524a50-da92-11de-b0f9-000ea68e967b,,Author,Philippe,Bonnet
a2fd6750-da92-11de-b0f9-000ea68e967b,,Author,Philippe,Bonnet
09570880-da93-11de-b0f9-000ea68e967b,,Author,Philippe,Bonnet
45ff9900-da93-11de-b0f9-000ea68e967b,,Author,Philippe,Bonnet
3704a5c0-da94-11de-b0f9-000ea68e967b,,Author,Philippe,Bonnet
3704a5c0-da94-11de-b0f9-000ea68e967b,,Author,Marcus,Chang
82742bc0-da94-11de-b0f9-000ea68e967b,,Author,Philippe,Bonnet
4908a860-da95-11de-b0f9-000ea68e967b,,Author,Philippe,Bonnet
3ce2dabe-3778-4acd-886b-20ec0635a55f,,Author,Philippe,Bonnet
caea4897-28a4-4551-8342-9a3112210ffb,,Author,Philippe,Bonnet
d85dbde5-c31f-41bf-8bbf-a00c5cde9d79,,Author,Philippe,Bonnet
8aaa752c-b601-4a00-9bec-2dee08c44450,,Author,Philippe,Bonnet
745dc8db-d7ed-41cb-9315-06fc0640bea0,,Author,Philippe,Bonnet
c09db86a-a9dd-446f-ad10-c90adb870663,,Author,Philippe,Bonnet
c09db86a-a9dd-446f-ad10-c90adb870663,,Author,Javier,Gonzalez
c09db86a-a9dd-446f-ad10-c90adb870663,,Author,Joel Andres,Granados
17627446-3ed1-46e6-8774-048fc424950b,,Author,Philippe,Bonnet
397e0727-9234-41d1-a0e8-fe69705d87af,,Author,Philippe,Bonnet
397e0727-9234-41d1-a0e8-fe69705d87af,,Author,Matias,Bjørling
397e0727-9234-41d1-a0e8-fe69705d87af,,Author,Javier,Gonzalez
3245e7b4-b0ff-4481-b6cb-a680124bc4f5,,Inventor,Philippe,Bonnet
3245e7b4-b0ff-4481-b6cb-a680124bc4f5,,Inventor,Niv,Dayan
7ef589e8-dfe6-4d40-9a8d-28638a4f64b0,,Inventor,Philippe,Bonnet
7ef589e8-dfe6-4d40-9a8d-28638a4f64b0,,Inventor,Matias,Bjørling
7ef589e8-dfe6-4d40-9a8d-28638a4f64b0,,Inventor,Jesper Wendel,Madsen
7ef589e8-dfe6-4d40-9a8d-28638a4f64b0,,Inventor,Javier,Gonzalez
398a9ad5-12f2-40ed-be92-64d13d6a3c4b,,Author,Philippe,Bonnet
17483de1-cd18-40ad-994f-dc6980114e9d,,Author,Philippe,Bonnet
216533d7-f65f-42ae-9945-74169c9cf573,,Author,Philippe,Bonnet
70c609f5-dead-4956-a23a-2172df8e9a74,,Author,Philippe,Bonnet
70c609f5-dead-4956-a23a-2172df8e9a74,63342b24-28ec-40c5-a7d9-ec49867dc75d,Author,Pinar,Tözün
d410a682-9e75-4ec0-99cc-73eda32adbb5,,Author,Philippe,Bonnet
d410a682-9e75-4ec0-99cc-73eda32adbb5,,Author,Niclas,Hedam
83c75451-36b9-4e58-ac37-79749a90a54c,,Author,Philippe,Bonnet
83c75451-36b9-4e58-ac37-79749a90a54c,,Author,Niclas,Hedam
78f7c722-d360-4866-8494-19e7a792f6a7,,Author,Philippe,Bonnet
5417bb67-9213-4d91-bd2b-fc4bbb9840ab,,Author,Louisa Jane,Di Felice
edd7552f-1aee-4a63-86d8-480b838d0097,,Author,Julian,Togelius
edd7552f-1aee-4a63-86d8-480b838d0097,a420ffb3-2ca6-4925-a25f-baaa5228fc15,Author,Sebastian,Risi
e81788ea-c6ba-40be-a07b-63a700c7c796,,Author,Jes,Frellsen
28bf96a7-ee74-46f3-a87a-8915ee392ebf,80784458-06f6-4eff-b0c8-df982ffa9835,Author,Rune Kristian Lundedal,Nielsen
3bb1f86c-f869-47c3-94c0-6b2a7698bcb8,ecc36d3e-77ac-4333-9918-2431807cd4e0,Author,Jan Benjamin,Vornhagen
3bb1f86c-f869-47c3-94c0-6b2a7698bcb8,cf6cfa0b-e3ac-4164-8de2-b956d8e23825,Author,Elisa D.,Mekler
831798c5-3183-46c2-8249-bd24368fc883,a39b94ff-e1b6-4b96-8404-486167a9123d,Editor,Andrzej,Wasowski
6e8fcc1d-b19b-4ee3-be16-08cb6fb70b75,6ec63914-1f4e-4708-8830-1b054c2ee03a,Author,Irina,Papazu
6e8fcc1d-b19b-4ee3-be16-08cb6fb70b75,,Author,Kasper Friis,Rasmussen
9de60365-8681-4d38-9610-43fa2341ed4d,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
6fd8a655-ba16-4bef-9ce8-8518c7c23c8d,2a9c0934-98ca-4101-b829-b88d77f6487e,Author,Kasper,Støy
7daf8df4-375f-4c5e-afc6-e266c3f45100,2a9c0934-98ca-4101-b829-b88d77f6487e,Author,Kasper,Støy
250a9c20-d2cb-466f-845e-8b1bc319c909,2a9c0934-98ca-4101-b829-b88d77f6487e,Author,Kasper,Støy
3d0f2e27-de55-4cae-8f51-675161060af0,2a9c0934-98ca-4101-b829-b88d77f6487e,Author,Kasper,Støy
8483f11d-c3aa-4181-9d9c-c3255888a548,2a9c0934-98ca-4101-b829-b88d77f6487e,Author,Kasper,Støy
97c14047-d531-4a03-8b79-385f0f4377c6,2a9c0934-98ca-4101-b829-b88d77f6487e,Author,Kasper,Støy
c3c4e00e-ce40-405e-90c5-7fa67b7e097c,,Author,Julian,Togelius
c3c4e00e-ce40-405e-90c5-7fa67b7e097c,,Author,Mark Jason,Nelson
b49369a2-0b6c-4a88-a988-99fc832332ef,e726f512-d3fd-4d89-962a-3aa9f532a52f,Author,Toine,Bogers
ab083361-027d-41a4-893d-202dbcc9b853,9504265d-0046-4e58-b529-256a656c012d,Author,Christian,Hardmeier
dca0d35d-b52f-4be7-8d4a-eddd8ff60017,63342b24-28ec-40c5-a7d9-ec49867dc75d,Author,Pinar,Tözün
c22ba723-4703-40c7-8cb6-537f0864724c,,Author,Valeria,Borsotti
c22ba723-4703-40c7-8cb6-537f0864724c,,Author,Emilie,Møllenbach
c268dff5-5a6d-482f-91ef-3499667f5f97,,Author,Valeria,Borsotti
c268dff5-5a6d-482f-91ef-3499667f5f97,,Author,Emilie,Møllenbach
01c3c592-566e-4a9f-b09f-f602e3f8d843,,Author,Valeria,Borsotti
fd1496c2-9b33-4a90-8559-274740aa34eb,,Author,Valeria,Borsotti
39fd48ea-ce69-4963-9131-b415bfaa6275,,Author,Valeria,Borsotti
61d4254d-4b0e-4361-9e47-48db8b60cdb8,,Author,Holger Stadel,Borum
61d4254d-4b0e-4361-9e47-48db8b60cdb8,,Author,Malthe Ettrup,Kirkbro
61d4254d-4b0e-4361-9e47-48db8b60cdb8,0ee7ba1e-3108-4db3-a908-97977980d032,Author,Peter,Sestoft
7c8f479f-a141-401f-8013-f064f58cf7c6,,Author,Holger Stadel,Borum
7c8f479f-a141-401f-8013-f064f58cf7c6,0ee7ba1e-3108-4db3-a908-97977980d032,Author,Peter,Sestoft
b5037a03-dbae-4391-9177-8b8f6278b1c5,,Author,Holger Stadel,Borum
b5037a03-dbae-4391-9177-8b8f6278b1c5,fda8c630-1b0a-4910-ae2a-602850616275,Author,Christoph,Seidl
b5037a03-dbae-4391-9177-8b8f6278b1c5,0ee7ba1e-3108-4db3-a908-97977980d032,Author,Peter,Sestoft
eb65421d-ef5d-4915-9245-507875b6a185,,Author,Holger Stadel,Borum
eb65421d-ef5d-4915-9245-507875b6a185,fda8c630-1b0a-4910-ae2a-602850616275,Author,Christoph,Seidl
9af92d3c-5907-4d8e-bc32-350209cce937,,Author,Holger Stadel,Borum
9af92d3c-5907-4d8e-bc32-350209cce937,09813918-f2fa-46c2-a9b1-069b140c2903,Author,Morten Tychsen,Clausen
09aa5cca-fdc0-4aff-82be-96f01cd9d7ae,,Author,Holger Stadel,Borum
96538eb6-8996-4fd4-9eeb-c63c723cd874,,Author,Troels Bjerre,Sørensen
089077f4-a16f-4202-93e3-39bd15571235,,Author,Troels Bjerre,Lund
97bf6a62-e5ff-471c-9c7f-62b76c15465b,92f6c3f3-0ad2-40fc-b278-69170f87567d,Author,Lars Rune,Christensen
97bf6a62-e5ff-471c-9c7f-62b76c15465b,1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e,Author,Erik,Gronvall
c1e05fb4-49a6-42d5-9d8c-372d7ba23e55,f2136570-f73c-446f-9fb0-6d9e461e2124,Author,Yvonne,Dittrich
bd3bd29f-bfec-41b2-86d8-8d4f2775a5bf,1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e,Author,Erik,Gronvall
677586a6-9d7a-46b8-8402-8c4df786f5d7,,Author,Rasmus,Pagh
92c87022-0865-457d-8a23-cdde163edbe3,,Author,Joanna,Saad-Sulonen
1f91d4a7-816c-454a-bfa4-b35fe1657fe9,,Author,Joanna,Saad-Sulonen
1f91d4a7-816c-454a-bfa4-b35fe1657fe9,528393a3-e784-47a8-85be-c81d44c393bd,Author,Sanna-Maria,Marttila
e2f5bc2e-9b56-40bb-bd30-66e335790ed9,528393a3-e784-47a8-85be-c81d44c393bd,Author,Sanna-Maria,Marttila
e2f5bc2e-9b56-40bb-bd30-66e335790ed9,,Author,Giacomo,Poderi
e2f5bc2e-9b56-40bb-bd30-66e335790ed9,,Author,Joanna,Saad-Sulonen
4dd6738c-0e91-4218-b8ee-71ee355d5e7d,,Author,Joanna,Saad-Sulonen
3c4867ca-0f54-4916-93c9-ee174f2843d9,42c316a3-1a31-469b-b436-635edc389e02,Author,Titus Theodorus (Ties),Robroek
3c4867ca-0f54-4916-93c9-ee174f2843d9,63342b24-28ec-40c5-a7d9-ec49867dc75d,Author,Pınar,Tözün
08861941-8019-4a89-9f02-a7f5c11266b5,7df5fb79-5850-4de3-8594-323f1915ff1e,Author,Alejandro Lorite,Mora
ce72a1aa-08f7-441a-8576-4af3b28f2be3,7df5fb79-5850-4de3-8594-323f1915ff1e,Author,Alejandro Lorite,Mora
e23eaea0-da93-11de-b0f9-000ea68e967b,,Author,Philippe,Bonnet
c56ba062-fb6b-4837-a516-a26367cfc9ea,,Author,Nina,Boulus
c56ba062-fb6b-4837-a516-a26367cfc9ea,,Author,Pernille ,Bjørn
32b44874-619f-4465-93b4-ca2655b71ed3,,Author,Nina,Boulus
32b44874-619f-4465-93b4-ca2655b71ed3,,Author,Pernille ,Bjørn
2553579c-1e98-4617-8d55-1c1dfd8c392a,,Author,Nina,Boulus
9315ed29-d32e-46bc-8150-51ea9291aae3,,Author,Nina,Boulus
0656e384-355f-4de7-8084-66adb7192003,,Author,Nina,Boulus
0656e384-355f-4de7-8084-66adb7192003,,Author,Randi,Markussen
ccfd12a2-e735-4ef1-8bb3-5ecc04dc1062,,Author,Nina,Boulus
315555ce-121c-45a3-ae37-689aacc68543,,Author,Nina,Boulus
315555ce-121c-45a3-ae37-689aacc68543,,Author,Pernille ,Bjørn
24a7b605-c3ba-410d-8642-9812007e0db0,,Author,Nina,Boulus
0549e7cd-0504-4261-a150-dd459f160814,,Author,Nina,Boulus
774d3921-5234-4cad-a5dd-ded4cd1e3195,,Author,Nina,Boulus
758473cd-f5bc-409b-90a1-1d2dd5962e29,,Author,Nina,Boulus
9c7b0ac1-3b83-4c21-a640-3e85fdb37ecb,,Author,Nina,Boulus
0b23fe96-1df6-4126-a647-bfc18657776c,,Author,Nina,Boulus
6a93db4d-04f8-4c53-b5a3-8448c9ae6d28,,Author,Nina,Boulus
930afc2b-ed7a-4f3b-81a0-14fb383a8d33,,Author,Nina,Boulus
